Gender,Country,Occupation,self_employed,family_history,Treatment,DaysIndoors,IncreasingStress,Changes_Habits,Mental_Health_History,MoodSwings,Coping_Struggles,WorkInterest,Social_Weakness,mental_health_interview,care_options,StressScore,Isolation_env,Early_stage
Male,india,Student,0,0,0,1,2,1,0,1,0,1,2,1,1,3.0,1.25,1
